6,0,4,2,1,7,5,3,8,2
2,4,8,1,7,5,3,6,0,2
4,0,2,6,3,5,1,7,8,2
0,4,3,6,2,1,7,8,5,2
4,0,6,2,1,7,5,3,8,2
0,4,2,1,7,5,3,6,8,2
4,0,3,5,2,6,1,7,8,2
3,4,6,0,8,1,2,7,5,1
0,4,6,3,5,7,1,2,8,2
2,0,4,6,3,5,1,7,8,2
